"module_code","word","phonetic","meaning","example"
"cet4","promotional","/prəu'məuʃənəl | prə'məʊʃənl | prə'moʃənl/","adj. 促销的","""Jeans,"" according to one company's promotional material, ""are designed and made to be worn hard."""
"cet4","prompt","/prɔmpt | prɒmpt | prɑmpt/","adj. 敏捷的；v. 敦促","Prompt action must be taken."
"cet4","pronoun","/'prəunaun | 'prəʊnaʊn | 'pronaʊn/","n. 代名词","Now if we could only figure out the pronoun problem."
"cet4","pronounce","/prəu'nauns | prə'naʊns/","v. 发…的音；宣布","How do you pronounce your name?"
"cet4","pronunciation","/prəu,nʌnsi'eiʃən | prə,nʌnsɪ'eɪʃ(ə)n | prə,nʌnsɪ'eʃən/","n. 发音，发音法","She gave the word its French pronunciation."
"cet4","proof","/pru:f | pruːf | pruf/","n. 证据；证明；校样","There is no proof that the document is authentic."
"cet4","proper","/'prɔpə | 'prɒpə | 'prɑpɚ/","adj. 适合的；合乎体统的","Everything was in its proper place (= where it should be ) ."
"cet4","property","/'prɔpəti | 'prɒpətɪ | 'prɑpɚti/","n. 财产，资产；性质","The hotel is not responsible for any loss or damage to guests’ personal property ."
"cet4","proportion","/prə'pɔ:ʃən | prə'pɔrʃən/","n. 比例，部分","A large proportion of the dolphins in that area will eventually die."
"cet4","proportional","/prəu'pɔ:ʃənəl | prə'pɔːʃ(ə)n(ə)l | prə'pɔrʃənl/","adj. 比例的；相称的","The fee charged by the realtor is directly proportional to the price of the property."
"cet4","proposal","/prəu'pəuzəl | prə'pəʊz(ə)l | prə'pozl/","n. 提议","The president is to put forward new proposals for resolving the country's constitutional crisis."
"cet4","propose","/prəu'pəuz | prə'pəʊz | prə'poz/","v. 提议; v. 求婚","the changes currently proposed by the local planning authorities"
"cet4","prospect","/'prɔspekt | 'prɒspekt | 'prɑspɛkt/","n. 前景","I had no job, no education, and no prospects ."
"cet4","prosper","/'prɔspə | 'prɒspə | 'prɑspɚ/","v. 繁荣",""
"cet4","prosperity","/prɔs'periti | prɒˈsperəti | prɑ'spɛrəti/","n. 繁荣","a time of economic prosperity"
"cet4","prosperous","/'prɔspərəs | 'prɒsp(ə)rəs | 'prɑspərəs/","adj. 繁荣的，昌盛的","a prosperous landowner"
"cet4","protect","/prəu'tekt | prə'tekt | prə'tɛkt/","v. 保护，保卫，警戒","Are we doing enough to protect the environment?"
"cet4","protection","/prəu'tekʃən | prə'tekʃ(ə)n | prə'tɛkʃən/","n. 保护，警戒","protection money"
"cet4","protective","/prəu'tektiv | prə'tektɪv | prə'tɛktɪv/","adj. 保护的，防护的","protective clothing"
"cet4","protein","/'prəuti:n, -ti:in | 'prəʊtiːn | 'protin/","n. 蛋白质，朊","Where do you get your protein?"
"cet4","protest","/prəu'test, 'prəu- | 'prəʊtest | ˈproʊtest/","v. 抗议","‘I don’t see why I should take the blame for this!’ she protested."
"cet4","protocol","/'prəutəkɒl | 'protə'kɔl/","n. 礼仪， 礼节； 草案， 议定书","a breach of diplomatic protocol"
"cet4","proud","/praud | praʊd/","adj. 骄傲的；自豪的","Seth was the proud owner of a new sports car."
"cet4","prove","/pru:v | pruːv | pruv/","v. 证明; v. 结果是","You’re wrong, and I can prove it."
"cet4","provide","/prəu'vaid | prə'vaɪd/","v. 提供；装备，供给","Tea and biscuits will be provided."
"cet4","provided","","conj. 以…为条件","...It was fisherman and farmers who provided fresh food that tasted and looked like food..."
"cet4","providing","/prə'vaɪdɪŋ/","conj. 倘若","...France announced that the country will pave 621 miles of road with solar panels over the next five years with the goal of providing cheap..."
"cet4","province","/'prɔvins | 'prɒvɪns | 'prɑvɪns/","n. 省；领域，部门","a Chinese province"
"cet4","provision","/prəu'viʒən | prə'vɪʒ(ə)n | prə'vɪʒn/","n. 供应；预备；存粮","He made provisions for his wife and his children in his will."
"cet4","provocation","/ˌprɒvə'keɪʃn | ,prɑvə'keʃən/","n. 激怒， 刺激； 挑衅， 挑拨","He was accused of deliberate provocation ."
"cet4","provoke","/prəu'vəuk | prə'vəʊk | prə'vok/","v. 激起，挑起","The novel has provoked fierce debate in the US."
"cet4","psychological","/,psaikə'lɔdʒikəl | ,saikə'lɔdʒikəl | ,saɪkə'lɑdʒɪkl/","adj. 心理上的","Sleep disorders are a serious psychological problem ."
"cet4","psychologist","/psai'kɔlədʒist | saɪˈkɒlədʒɪst | saɪ'kɑlədʒɪst/","n. 心理学家","a clinical psychologist"
"cet4","public","/'pʌblik | 'pʌblɪk/","adj. 公众的; n. 公众","We have to show that publishing this story is in the public interest (= helpful or useful to ordinary people ) ."
"cet4","publication","/,pʌbli'keiʃən | ,pʌblɪ'keɪʃ(ə)n | ,pʌblɪ'keʃən/","n. 公布；出版；出版物","The guide is being translated into several languages for publication near Christmas."
"cet4","publicity","/pʌb'lɪsəti/","n. 公众的注意， 名声； 宣传， 宣扬","Much advance publicity was given to the talks."
"cet4","publicize","/'pʌblisaiz | 'pʌblɪsaɪz/","v. 宣布","television’s failure to publicize the unemployment issue"
"cet4","publish","/'pʌbliʃ | 'pʌblɪʃ/","v. 公布；发表；出版","The first edition was published in 1765."
"cet4","pull","/pul | pʊl/","v. 拉，拖；拉，拉力","Mom! Davey’s pulling my hair!"
"cet4","pulse","/pʌls/","n. 脉搏；脉冲，脉动","His breathing was shallow and his pulse was weak ."
"cet4","pump","/pʌmp/","n. 泵; v. 用抽机抽","...pumps that circulate the fuel around in the engine."
"cet4","punch","/pʌntʃ | pʌn(t)ʃ/","v. 冲出; n. 冲压机","This new sort of punch could stamp out 3,000 bonnets an hour."
"cet4","punctual","/'pʌŋktjuəl, -tʃuəl | ˈpʌŋktʃuəl | 'pʌŋtʃʊəl/","adj. 准时的","She’s always very punctual for appointments."
"cet4","punish","/'pʌniʃ | 'pʌnɪʃ/","v. 罚，惩罚，处罚","Smacking is not an acceptable way of punishing a child."
"cet4","pupil","/'pjupəl | 'pjuːpɪl; -p(ə)l | pjupl/","n. 学生，小学生","About 20 pupils study music here."
"cet4","purchase","/'pə:tʃəs | 'pɜ:tʃəs | 'pɝtʃəs/","n. 买，购买; v. 买","She paid for her purchases and left."
"cet4","pure","/pjuə | pjʊə | pjʊr/","adj. 纯粹的；纯洁的","rings made of pure gold"
"cet4","purple","/'pə:pl | 'pɜːp(ə)l | 'pɝpl/","n. 紫色; adj. 紫的","A purple may be made by dyeing a blue over a red."
"cet4","purpose","/'pə:pəs | 'pɜːpəs | 'pɝpəs/","n. 目的；意图；效果","Nick had no particular purpose in mind when he started."
"cet4","purse","/pɜːs | pɝs/","n. 钱包，小钱袋，手袋","I locked the door and dropped the keys in my purse."
"cet4","pursue","/pə'sju:, -'su: | pə'sju: | pə'sʊ/","v. 追求","She plans to pursue a career in politics."
"cet4","push","/pʊʃ/","v. 推，逼迫; v. 推","It didn’t move, so she pushed harder."
"cet4","put","/put | pʊt/","v. 放，摆；使处于","He put the coffee on the table."
"cet4","puzzle","/'pʌzl | 'pʌz(ə)l/","n&v. 迷惑","My sister puzzles me and causes me anxiety."
"cet4","puzzling","/'pʌzlɪŋ/","adj. 令人困惑的","a puzzling fact"
"cet4","qualification","/,kwɔlifi'keiʃən | ,kwɑlɪfɪ'keʃən/","n. 资格(证明)，合格证书","He left school without any qualifications."
"cet4","qualify","/'kwɔlifai | 'kwɒlɪfaɪ | ˈkwɑləˌfaɪ/","v. 使……有资格","Free school lunches are given to children who qualify."
"cet4","quality","/'kwɒlɪtɪ | 'kwɑləti/","n. 品质","Much of the land was of poor quality."
"cet4","quantity","/'kwɔntəti | ˈkwɒntəti | 'kwɑntəti/","n. 量，数量","Your work has improved in quantity and quality this term."
"cet4","quarrel","/'kwɔ:rəl | 'kwɒr(ə)l | 'kwɔrəl/","n. 争吵，吵架，口角","I had a terrible quarrel with my other brothers."
"cet4","quarter","/'kwɔ:tə | 'kwɔːtə | 'kwɔrtɚ/","n. 四分之一；一刻钟","It’s about a page and a quarter."
"cet4","queen","/kwi:n | kwiːn | kwin/","n. 王后；女王","the queen of diamonds"
"cet4","question","/'kwestʃən | 'kwestʃ(ə)n | 'kwɛstʃən/","n. 发问；问题；疑问","Can I ask you a question?"
"cet4","queue","/kju: | kjuː | kju/","n. 行列; v. 排队等候","You’ll have to join the queue."
"cet4","quick","/kwik | kwɪk/","adj. 快的；敏捷的","That was quick! I thought you’d be another hour."
"cet4","quiet","/'kwaɪət/","adj. 寂静的；安静的","We’ll have to be quiet so as not to wake the baby."
"cet4","quit","/kwit | kwɪt/","v. 放弃","There are no failures in life, only those who quit before success."
"cet4","quite","/kwait | kwaɪt/","adv. 完全；相当；的确","I felt quite bitter about it at the time."
"cet4","quiz","/kwɪz/","n. 智力竞赛，问答比赛；小测验; vt. 考查， 盘问","a love quiz in a magazine"
"cet4","quotation","/kwəu'teiʃən, kəu- | kwəʊˈteɪʃn | kwo'teʃən/","n. 引文","The following quotation is taken from a nineteenth century travel diary."
"cet4","quote","/kwəut, kəut | kwəʊt | kwot/","v. 引用，引证；报价","He quoted a short passage from the Bible."
"cet4","rabbit","/'ræbit | 'ræbɪt/","n. 兔子，野兔","The rabbit disappeared in the bushes."
"cet4","race","/reɪs | res/","n. 比赛，竞赛，竞争","The women's race was won by the only American in the field, Patti Sue Plumer."
"cet4","racial","/'reiʃəl | 'reɪʃ(ə)l | 'reʃl/","adj. 种族的，人种的","a victim of racial discrimination"
"cet4","racially","/'reiʃəli | 'reʃəli/","adv. 种族上地","Mr. Obama is the first president since Richard M. Nixon to be elected while living in a city neighborhood, in his case, Chicago’s racially and economically diverse Hyde Park."
"cet4","rack","/ræk/","n. 搁物架；行李架","a wine rack"
"cet4","radar","/'reidə | 'reɪdɑː | 'redɑr/","n. 雷达，无线电探测器","The coastline can now be monitored by radar."
"cet4","radiation","/,reidi'eiʃən | reɪdɪ'eɪʃ(ə)n | ,redɪ'eʃən/","n. 放射，发射；辐射能","An accident at the power station could result in large amounts of radiation being released."
"cet4","radical","/'rædɪkl/","adv. 根本的，基本的；激进的，激进派的; n. 激进分子","radicals on the extreme left wing of the party"
"cet4","radically","/'rædikəli | 'rædɪklɪ | 'rædɪkli/","adv. 完全地，彻底地","...it was another interest that led Leah to radically reinvent herself..."
"cet4","radio","/'reidiəu | 'reɪdɪəʊ | 'redɪo/","n. 无线电；收音机","The last 12 months have been difficult ones for local radio."
"cet4","radioactive","/,reidiəu'æktiv | ,reɪdɪəʊ'æktɪv | 'redɪo'æktɪv/","adj. 放射性的","the problem of how to dispose of radioactive waste"
"cet4","radius","/'reidiəs | 'reɪdɪəs | 'redɪəs/","n. 半径","The shock of the explosion was felt over a radius of forty miles."
"cet4","rag","/ræɡ | ræg/","n. 破布，碎布，抹布","He wiped his boots dry with an old rag."
"cet4","rage","/reɪdʒ | redʒ/","vi. 狂吹； 汹涌； 激烈进行； 发怒， 发火; n. 狂怒，盛怒；风靡一时的事物，时尚","‘How was I to know!’ Jenny raged."
"cet4","raid","/reɪd | red/","n&vt. 袭击； 突入查抄， 突入搜捕； 劫掠","a bombing raid"
"cet4","rail","/reil | reɪl | rel/","n. 横条，横杆；铁轨","Several passengers were leaning against the ship’s rail."
"cet4","railroad","/'reilrəud | 'reɪlrəʊd | 'relrod/","n. 铁路; v. 由铁路运输","The supplies were sent on the railroad."
"cet4","railway","/'reilwei | 'reɪlweɪ | 'relwe/","n. 铁路，铁道","a railway company"
"cet4","rain","/rein | reɪn/","n. 雨，雨水; v. 下雨","a night of wind and rain"
"cet4","rainbow","/'reinbəu | 'reɪnbəʊ | 'renbo/","n. 虹，彩虹","...silk and satin in every shade of the rainbow."
"cet4","rainy","/'reini | 'reɪnɪ | 'reni/","adj. 下雨的，多雨的","a cold rainy day in October"
"cet4","raise","/reiz | reɪz | rez/","v. 提高，筹款，抚养","Many shops have raised their prices."
"cet4","rally","/'ræli/","v. 集合， 团结； 恢复， 重新振作; n. 集会；公路汽车赛","an attempt to rally support for the party"
"cet4","range","/reɪndʒ | rendʒ/","n. 范围; v. 在范围内变化","a temperature range of 72-85˚"
"cet4","rank","/ræŋk/","v. 分等级; n. 衔，阶层","We rank among the safest countries in the world."
"cet4","rapid","/'ræpid | 'ræpɪd/","adj. 快的; n. 急流","The patient made a rapid recovery."
"cet4","rare","/reə(r) | rɛr/","adj. 罕有的，少见的","This species of plant is becoming increasingly rare."
"cet4","rarely","/'rεəli | 'reəlɪ | 'rɛrli/","adv. 很少，难得","We rarely see someone go after the health area."
"cet4","rat","/ræt/","n. 老鼠，耗子","But you promised to help us, you rat!"
"cet4","rate","/reit | reɪt | ret/","n. 比率，速率","Immediately his heart rate (= the number of beats per minute ) increased."
"cet4","rather","/'rɑ:ðə, 'ræ- | 'rɑːðə | 'ræðɚ/","adv. 宁可，宁愿；相当","I grew up in rather unusual circumstances."
"cet4","ratio","/'reiʃiəu, -ʃəu | 'reɪʃɪəʊ | 'reʃɪo/","n. 比，比率",""
"cet4","rational","/'ræʃənəl | 'ræʃnəl/","adj. 神智清楚的","Did he come across as a sane, rational person?"
"cet4","raw","/rɔ: | rɔː | rɔ/","adj. 未煮过的；未加工的","raw meat"
"cet4","ray","","n. 光线，射线，辐射线","The room darkened as a cloud hid the sun’s rays."
"cet4","reach","/ri:tʃ | riːtʃ | ritʃ/","v. 抵达；伸出vi达到","Chelsea could reach the final of the European Cup."
"cet4","react","/ri'ækt, ri:- | riˈækt | ri'ækt/","v. 对……作出反应","He reacted angrily to the suggestion that he had lied."
"cet4","reaction","/ri'ækʃən, ri:- | rɪ'ækʃ(ə)n | rɪ'ækʃən/","n. 反应；反作用","What was Jeff’s reaction when you told him about the job?"
"cet4","read","/ri:d | riːd; (read, read) red | rid; (read, read) rɛd/","v. 读，看懂; v. 读","I can’t read your writing."
"cet4","reader","/'ri:də | 'riːdə | 'ridɚ/","n. 读者；读物，读本","The book will appeal to young readers."
"cet4","readily","/'redɪli | 'rɛdɪli/","adv. 乐意地， 欣然地； 容易地； 很快地， 立即","Boats are readily available to visitors."
"cet4","reading","/'ri:diŋ | 'riːdɪŋ | 'ridɪŋ/","n. 读，阅读；读书","She loves reading."
"cet4","ready","/'redi | 'redɪ | 'rɛdi/","adj. 准备好的；愿意的","Come on. Aren’t you ready yet?"
"cet4","real","/'riəl, ri:l | riːl | 'riəl/","adj. 真的；现实的","There is a real danger that the disease might spread."
"cet4","realistic","/,riə'listik, ,ri:- | ˌri:əˈlɪstɪk | ,riə'lɪstɪk/","adj. 现实的，实际的","Is this a realistic target?"
"cet4","reality","/ri'æləti, ri:- | rɪ'ælɪtɪ | rɪ'æləti/","n. 现实；真实","the distinction between fantasy and reality"
"cet4","realize","/'riːəlaɪz | rɪəˌlaɪz/","v. 实现；认识到","It took us a while to realize the extent of the tragedy."
"cet4","really","","adv. 真正地；实在","...and you really felt anything was possible..."
"cet4","realm","/relm | rɛlm/","n. 王国，国土；领域","the spiritual realm"
"cet4","rear","/riə | rɪə | rɪr/","n. 后部，后面；背面","Carole was left to bring up the rear."
"cet4","rearrange","/,ri:ə'reindʒ | ˌri:ə'reɪndʒ | ,riə'rendʒ/","v. 重新安排","She set about rearranging the furniture in the living room."
"cet4","reason","/'ri:zən | 'riːz(ə)n | ˈrizən/","n. 理由；理性; v. 推理","She has reason to feel guilty."
"cet4","reasonable","/'ri:zənəbl | 'riːz(ə)nəb(ə)l | 'riznəbl/","adj. 合情合理的；公道的","a reasonable request"
"cet4","reassess","/,ri:ə'ses | ˌri:əˈses | 'riə'sɛs/","v. 重新评估","This has caused us to reassess the way we approach our planning."
"cet4","rebel","/'rebəl, ri'bel | 'reb(ə)l | rɪ'bɛl/","v. 造反; n. 造反者","Voters rebelled against high property taxes."
"cet4","rebuild","/ˌriː'bɪld | ,ri'bɪld/","v. 重建， 改造； 复原","The church was completely rebuilt in the last century."
"cet4","recall","/ri'kɔ:l, 'ri:kɔ:l | rɪ'kɔːl | 'rikɔl/","v. 回想；叫回；收回","You don’t happen to recall his name, do you?"
"cet4","receipt","/ri'si:t | rɪ'siːt | rɪ'sit/","n. 收到；收条，收据","Keep your receipt in case you want to bring it back."
"cet4","receive","/ri'si:v | rɪ'siːv | rɪ'siv/","v. 收到；得到；接待","All the children will receive a small gift."
"cet4","receiver","/ri'si:və | rɪ'siːvə | rɪ'sivɚ/","n. 收受者，收件人","The business is in the hands of the receivers ."
"cet4","recent","/'ri:sənt | 'riːs(ə)nt | 'risnt/","adj. 新近的，最近的","Irving’s most recent book"
"cet4","recently","/'ri:səntli | 'riːsntlɪ | 'risntli/","adv. 最近，新近","He has recently been promoted to Assistant Manager."
"cet4","reception","/ri'sepʃən | rɪˈsepʃn | rɪ'sɛpʃən/","n. 接待","She was unsure of her reception after everything that had happened."
"cet4","recession","/ri'seʃən | rɪ'sɛʃən/","n. 衰退","the economic recession of the early 1980s"
"cet4","recharge","/ri:'tʃɑ:dʒ, 'ri:tʃɑ:dʒ | ˌri:'tʃɑ:dʒ/","v. 再充电","The device can recharge a battery in about 25 minutes."
"cet4","reckon","/'rekən | 'rɛkən/","vt. 认为， 估计； 指望， 盼望； 测算， 测量","‘There’s nothing we can do about it.’ ‘You reckon (= used to express doubt or disagreement ) ?’"
"cet4","recognition","/,rekəg'niʃən | rekəg'nɪʃ(ə)n | ,rɛkəɡ'nɪʃən/","n. 认出，识别；承认","He stared at her, but there was no sign of recognition ."
"cet4","recognize","/'rekəɡnaiz | 'rekəɡnaɪz | ˈrɛkəɡˌnaɪz/","v. 认识，认出；承认","I didn’t recognize you in your uniform."
"cet4","recommend","/,rekə'mend | 'rɛkə'mɛnd/","v. 推荐，劝告，使受欢迎","Doctors strongly recommend that fathers should be present at their baby’s birth."
"cet4","recommendation","/,rekəmen'deiʃən | ,rekəmen'deɪʃ(ə)n | ,rɛkəmɛn'deʃən/","n. 推荐，介绍；劝告","Try to get letters of recommendation from bosses and colleagues."
"cet4","record","/ri'kɔ:d, 'rekɔ:d | (for v.)rɪˈkɔːd; (for n.) ˈrekɔːd | (for v.) rɪˈkɔrd; (for n. adj.) ˈrɛkɚd/","n. 记录；履历; v. 记录","According to official records, five people were killed last year near that road junction."
"cet4","recorder","/ri'kɔ:də | rɪ'kɔːdə | rɪ'kɔrdɚ/","n. 记录者；录音机","Rodney put the recorder on the desk top and pushed the play button."
"cet4","recover","/ri'kʌvə | rɪ'kʌvə(r) | rɪ'kʌvɚ/","v. 恢复，重新获得","After a few days of fever, she began to recover."
"cet4","recovery","","n. 重获；痊愈，恢复","Hopes of economic recovery are fading."
"cet4","recreation","/ˌrekri'eɪʃn | ,rɛkrɪ'eʃən/","n. 娱乐活动， 消遣","His only recreations are drinking beer and watching football."
"cet4","recreational","/ˌrekri'eɪʃənl | ,rɛkri'eʃənəl/","adj. 休养的； 娱乐的","...parks and other recreational facilities."
"cet4","recruit","/ri'kru:t | rikru:t | rɪ'krut/","v. 招募，吸收; n. 新兵，新成员","We’re having difficulty recruiting enough qualified staff."
"cet4","recycle","/,ri:'saikl | riː'saɪk(ə)l | ,ri'saɪkl/","v. 循环，再利用","We take all our bottles to be recycled."
"cet4","red","/red | rɛd/","adj. 红色的; n. 红色","We painted the door bright red ."
"cet4","reduce","/ri'dju:s, -'du:s | rɪ'djuːs | rɪ'dʊs/","v. 减少","The governor announced a new plan to reduce crime."
"cet4","reduction","/rɪ'dʌkʃ(ə)n | rɪ'dʌkʃən/","n. 减少，减小，缩减","strategies for noise reduction"
"cet4","refer","/ri'fə: | rɪ'fɜː | rɪ'fɝ/","v. 使求助于; v. 谈到","In his speech, he referred to a recent trip to Canada."
"cet4","reference","/'refərəns | 'ref(ə)r(ə)ns | 'rɛfrəns/","n. 参考；出处；提及","...a reference from the Koran."
"cet4","refine","/ri'fain | rɪˈfaɪn | rɪ'faɪn/","v. 改善，精炼","Car makers are constantly refining their designs."
"cet4","reflect","/rɪ'flekt | rɪ'flɛkt/","v. 反映","The drop in consumer spending reflects concern about the economy."
"cet4","reflection","/re'flekʃən | rɪ'flekʃ(ə)n | rɪ'flɛkʃən/","n. 反射；映象；反映","Can you see your reflection in the glass?"
"cet4","reflexion","/ri'flekʃən | rɪ'flekʃ(ə)n | rɪ'flɛkʃən/","n. 反射；映象；反映","Maxwell equations: Lorentz force, plane electromagnetic waves, radiation, light waves, reflexion, refraction, Huyghens principle, diffraction, interference phenomena."
"cet4","reform","/ri'fɔ:m | rɪ'fɔːm | rɪ'fɔrm/","vt&n. 改革，改良","plans to radically reform the tax system"
"cet4","reframe","/ri'freim | rɪ'freɪm/","v. 重新装裱","How could you reframe them?"
"cet4","refresh","/ri'freʃ, ri:- | rɪ'freʃ | ri'frɛʃ/","v. 使清新vi恢复精神","A shower will refresh you."
"cet4","refreshing","/ri'freʃiŋ, ri:- | rɪ'freʃɪŋ | ri'frɛʃɪŋ/","adj. 恢复活力的","Herbs have been used for centuries to make refreshing drinks."
"cet4","refrigerator","/ri'fridʒəreitə, ri:- | rɪ'frɪdʒəreɪtə | rɪ'frɪdʒəretɚ/","n. 冰箱，冷藏库","...but that noise in your refrigerator doesn’t sound right..."
"cet4","refuel","/,ri:'fjuəl | ˌri:'fju:əl | ri'fjʊəl/","v. （给）加油，加燃料","The plane was refuelled in Dubai."
"cet4","refugee","/ˌrefju'dʒiː | 'rɛfjʊdʒi/","n. 难民","Refugees were streaming across the border."
"cet4","refusal","/ri'fju:zəl, ri:- | rɪˈfju:zl | rɪ'fjuzl/","n. 拒绝","Her country suffered through her refusal to accept change."
"cet4","refuse","/ri'fju:z, ri:- | rɪ'fjuːz | ri'fjʊz/","v. 拒绝","She asked him to leave, but he refused."
"cet4","regard","/ri'ɡɑ:d, ri:- | rɪ'gɑːd | rɪ'ɡɑrd/","v. 把…看作；尊敬","He was regarded as the most successful president of modern times."
"cet4","regarding","/ri'ɡɑ:diŋ, ri:- | rɪ'gɑːdɪŋ | rɪ'ɡɑrdɪŋ/","prep. 关于","Regarding your recent inquiry, I have enclosed a copy of our new brochure."
"cet4","regardless","/rɪ'gɑːdlɪs | rɪ'ɡɑrdləs/","adv. 不顾一切地","Despite her recent surgery she has been carrying on regardless."
"cet4","region","/'ri:dʒən | 'riːdʒ(ə)n | 'ridʒən/","n. 地区，地带；领域","efforts to bring peace to the region"
"cet4","register","/'redʒistə | 'redʒɪstə | 'rɛdʒɪstɚ/","n&vt. 登记，注册","Have you signed the hotel register ?"
"cet4","regret","/ri'ɡret | rɪ'gret | rɪ'ɡrɛt/","v. 懊悔；抱歉; n. 懊悔","We regret any inconvenience caused to our customers."
"cet4","regular","/'reɡjulə | ˈregjələ(r) | 'rɛgjəlɚ/","adj. 有规律的，经常的","The company holds regular meetings with employees."
"cet4","regularly","/'reɡjələli/","adv. 定期地，有规律地","We meet regularly, once a month."
"cet4","regulate","/'reɡjuleit | 'reɡjʊleɪt | 'rɛɡjulet/","v. 管理","strict rules regulating the use of chemicals in food"
"cet4","regulation","/,reɡju'leiʃən | ˌregjuˈleɪʃn | ˌrɛɡjəˈleʃən/","n. 管理；规则","There seem to be so many rules and regulations these days."
"cet4","reinforce","/,ri:in'fɔ:s | riːɪn'fɔːs | ,riɪn'fɔrs/","v. 加强，强化","The film reinforces the idea that women should be pretty and dumb."
"cet4","reject","/ri'dʒekt | rɪ'dʒekt | rɪ'dʒɛkt/","v. 拒绝，驳回","Sarah rejected her brother’s offer of help."
"cet4","relate","/ri'leit | rɪ'leɪt | rɪ'let/","v. 叙述；使联系","I don’t understand how the two ideas relate."
"cet4","relation","/ri'leiʃən | rɪ'leɪʃ(ə)n | rɪ'leʃən/","n. 关系，联系；家属","The price the meat is sold for bears no relation to (= is not connected to ) the price the farmer receives."
"cet4","relationship","/ri'leiʃənʃip | rɪ'leɪʃ(ə)nʃɪp | rɪ'leʃən'ʃɪp/","n. 关系，联系","He’s never had a sexual relationship before."
"cet4","relative","/'relətiv | ˈrelətɪv | 'rɛlətɪv/","adj. 相对的; n. 亲戚","The relative merits of both approaches have to be considered."
"cet4","relativity","/,relə'tivəti | relə'tɪvɪtɪ | ,rɛlə'tɪvəti/","n. 相关性；相对性","...Thus time and time's relativity are measurable by any hour glass..."
"cet4","relax","/ri'læks | rɪ'læks/","v. 使松弛; v. 松弛","Gentle exercise can relax stiff shoulder muscles."
"cet4","release","/ri'li:s | rɪ'li:s | rɪ'lis/","v. 发布，释放","Police arrested several men, who were later released."
"cet4","relevant","/ˈreləvənt | 'rɛləvənt/","adj. 有关的，中肯的","Relevant documents were presented in court."
"cet4","reliability","/ri,laiə'biləti | rɪ,laɪə'bɪlətɪ | rɪ,laɪə'bɪləti/","n. 可靠性","I can assure you of the reliability of the information."
"cet4","reliable","/ri'laiəbl | rɪ'laɪəbl/","adj. 可靠的，可信赖的","a birth control method that is cheap and reliable"
"cet4","relief","/rɪ'liːf | rɪ'lif/","n. 减轻；救济；援救","Marijuana can provide pain relief for some cancer patients."
"cet4","relieve","/ri'li:v | rɪ'li:v | rɪ'liv/","v. 解除，减轻，缓解","Drugs helped to relieve the pain."
"cet4","religion","/ri'lidʒən | rɪ'lɪdʒ(ə)n | rɪ'lɪdʒən/","n. 宗教；宗教信仰","The U.S. Constitution promises freedom of religion."
"cet4","religious","/ri'lidʒəs | rɪ'lɪdʒəs/","adj. 宗教的；虔诚的","I don’t share her religious beliefs ."
"cet4","reluctant","/ri'lʌktənt | rɪˈlʌktənt | rɪ'lʌktənt/","adj. 不愿意的，勉强的","She gave a reluctant smile."
"cet4","rely","/ri'lai | rɪ'laɪ/","v. 依赖，依靠；信赖","They relied heavily on the advice of their professional advisers."
"cet4","remain","/ri'mein | rɪ'meɪn | rɪ'men/","v. 剩下，余留；保持","The refugees were allowed to remain in the UK."
"cet4","remark","/ri'mɑ:k | rɪ'mɑːk | rɪ'mɑrk/","vt&vi&n. 评论，谈论","Unfortunately, a local journalist overheard the remark."
"cet4","remarkable","/ri'mɑ:kəbl | rɪ'mɑːkəb(ə)l | rɪ'mɑrkəbl/","adj. 异常的，非凡的","She has made remarkable progress."
"cet4","remedy","/'remidi | 'remədɪ | 'rɛmədi/","n. 药物","a home remedy (= one that you make at home ) for sore throats"
"cet4","remember","/ri'membə | rɪ'membə | rɪ'mɛmbɚ/","v. 记得，想起；记住","Do you remember Rosa Davies?"
"cet4","remind","/ri'maind | rɪ'maɪnd/","v. 提醒，使想起","Yes, I’ll be there. Thanks for reminding me."
"cet4","remonstrate","/'remənstreɪt | rɪ'mɑnstret/","v. 抗议","He remonstrated with the referee."
"cet4","remote","/ri'məut | rɪ'məʊt | rɪ'mot/","adj. 相隔很远的；冷淡的","a remote border town"
"cet4","removal","/ri'mu:vəl | rɪ'muːv(ə)l | rɪ'muvl/","n. 移动；迁移；除掉","stain removal"
"cet4","remove","/ri'mu:v | rɪˈmu:v | rɪ'muv/","v. 消除，移除","a cleaner that will remove wine stains"
"cet4","render","/'rendə | 'rendə(r) | 'rɛndɚ/","v. 给予","an obligation to render assistance to those in need"
"cet4","renew","/rɪ'nju: | rɪ'nʊ/","v. 更新","Local people have renewed their efforts to save the school."
"cet4","rent","/rent | rɛnt/","n. 租金，租; v. 出租","I pay the rent at the beginning of every month."
"cet4","rental","/'rentəl | 'rent(ə)l | 'rɛntl/","n. 租","Video rental is usually £3."
"cet4","repair","/ri'pεə | rɪ'peə | rɪ'pɛr/","vt&n. 修理，修补","Dad was up the ladder, repairing the roof."
"cet4","repave","/ri:'peiv | ri:'peɪv/","v. 再铺，重新铺砌","Therefore, lots of pavements need to repair in large. scale even repave wholly after using a long time, which will bring large numbers of waste asphalt mixture."
"cet4","repeat","/ri'pi:t | rɪ'piːt | rɪ'pit/","v. 重说，重做; n. 重复","Can you repeat your question?"
"cet4","repeatedly","/ri'pi:tidli | rɪ'piːtɪdlɪ | rɪ'pitɪdli/","adv. 重复地；一再","Graham was repeatedly warned not to work so hard."
